spacy_word	spacy_lemma	spacy_pos	spacy_tag	dependency	dependency_head	dependency_head_pos	dependency_children	text_id_numeric	text_id	sent_index_in_text
Teil	Teil	NOUN	NN	nk	im	ADP	[oberen, Valenzbandes]	11	p5	2
des	der	DET	ART	nk	Valenzbandes	NOUN	[]	11	p5	2
Valenzbandes	Valenzband	NOUN	NN	ag	Teil	NOUN	[des]	11	p5	2
negativ	negativ	ADV	ADJD	pd	ist	AUX	[]	11	p5	2
ist	sein	AUX	VAFIN	mo	gekrümmt	VERB	[Da, Masse, im, negativ]	11	p5	2
,	--	PUNCT	$,	punct	wird	AUX	[]	11	p5	2
wird	werden	AUX	VAFIN	ROOT	wird	AUX	[,, Energieparabel, gekrümmt, .]	11	p5	2
die	der	DET	ART	nk	Energieparabel	NOUN	[]	11	p5	2
Energieparabel	Energieparabel	NOUN	NN	sb	wird	AUX	[die, Löcher]	11	p5	2
der	der	DET	ART	nk	Löcher	NOUN	[]	11	p5	2
Löcher	Loch	NOUN	NN	ag	Energieparabel	NOUN	[der]	11	p5	2
nach	nach	ADP	APPR	mo	gekrümmt	VERB	[unten]	11	p5	2
unten	unten	ADV	ADV	nk	nach	ADP	[]	11	p5	2
gekrümmt	gekrümmen	VERB	VVPP	oc	wird	AUX	[ist, nach]	11	p5	2
.	--	PUNCT	$.	punct	wird	AUX	[]	11	p5	2
Daraus	daraus	ADV	PROAV	mo	ergeben	VERB	[]	11	p5	3
ergeben	ergeben	VERB	VVFIN	ROOT	ergeben	VERB	[Daraus, sich, zwischen, Standardbänder, .]	11	p5	3
sich	sich	PRON	PRF	oa	ergeben	VERB	[]	11	p5	3
zwischen	zwischen	ADP	APPR	mo	ergeben	VERB	[Parabeln]	11	p5	3
den	der	DET	ART	nk	Parabeln	NOUN	[]	11	p5	3
Parabeln	Parabel	NOUN	NN	nk	zwischen	ADP	[den]	11	p5	3
die	der	DET	ART	nk	Standardbänder	NOUN	[]	11	p5	3
so	so	ADV	ADV	mo	genannten	ADJ	[]	11	p5	3
genannten	genannt	ADJ	ADJA	nk	Standardbänder	NOUN	[so]	11	p5	3
Standardbänder	Standardbänder	NOUN	NN	sb	ergeben	VERB	[die, genannten]	11	p5	3
.	--	PUNCT	$.	punct	ergeben	VERB	[]	11	p5	3
Bei	bei	ADP	APPR	mo	kann	AUX	[Absorption]	11	p5	4
der	der	DET	ART	nk	Absorption	NOUN	[]	11	p5	4
Absorption	Absorption	NOUN	NN	nk	Bei	ADP	[der, Photons]	11	p5	4
eines	ein	DET	ART	nk	Photons	NOUN	[]	11	p5	4
Photons	Photon	NOUN	NN	ag	Absorption	NOUN	[eines]	11	p5	4
kann	können	AUX	VMFIN	ROOT	kann	AUX	[Bei, Elektron, werden, .]	11	p5	4
ein	ein	DET	ART	nk	Elektron	NOUN	[]	11	p5	4
Elektron	Elektron	NOUN	NN	sb	kann	AUX	[ein, aus]	11	p5	4
aus	aus	ADP	APPR	mnr	Elektron	NOUN	[Valenzband]	11	p5	4
dem	der	DET	ART	nk	Valenzband	NOUN	[]	11	p5	4
Valenzband	Valenzband	NOUN	NN	nk	aus	ADP	[dem, in]	11	p5	4
in	in	ADP	APPR	mnr	Valenzband	NOUN	[Leitungsband]	11	p5	4
das	der	DET	ART	nk	Leitungsband	NOUN	[]	11	p5	4
Leitungsband	Leitungsband	NOUN	NN	nk	in	ADP	[das]	11	p5	4
angeregt	anregen	VERB	VVPP	oc	werden	AUX	[]	11	p5	4
werden	werden	AUX	VAINF	oc	kann	AUX	[angeregt]	11	p5	4
.	--	PUNCT	$.	punct	kann	AUX	[]	11	p5	4
Weil	weil	SCONJ	KOUS	cp	ist	AUX	[]	11	p5	5
der	der	DET	ART	nk	Wellenvektor	NOUN	[]	11	p5	5
Wellenvektor	Wellenvektor	NOUN	NN	sb	ist	AUX	[der, Photons]	11	p5	5
des	der	DET	ART	nk	Photons	NOUN	[]	11	p5	5
Photons	Photon	NOUN	NN	ag	Wellenvektor	NOUN	[des]	11	p5	5
sehr	sehr	ADV	ADV	mo	klein	ADV	[]	11	p5	5
klein	klein	ADV	ADJD	pd	ist	AUX	[sehr]	11	p5	5
ist	sein	AUX	VAFIN	mo	erhalten	VERB	[Weil, Wellenvektor, klein]	11	p5	5
,	--	PUNCT	$,	punct	wird	AUX	[]	11	p5	5
wird	werden	AUX	VAFIN	ROOT	wird	AUX	[,, Wahrscheinlichkeit, größer, ,, bleibt, .]	11	p5	5
die	der	DET	ART	nk	Wahrscheinlichkeit	NOUN	[]	11	p5	5
Wahrscheinlichkeit	Wahrscheinlichkeit	NOUN	NN	sb	wird	AUX	[die, für]	11	p5	5
für	für	ADP	APPR	mnr	Wahrscheinlichkeit	NOUN	[Übergang]	11	p5	5
einen	ein	DET	ART	nk	Übergang	NOUN	[]	11	p5	5
solchen	solcher	DET	PIAT	nk	Übergang	NOUN	[]	11	p5	5
Übergang	Übergang	NOUN	NN	nk	für	ADP	[einen, solchen]	11	p5	5
viel	viel	ADV	ADV	mo	größer	ADV	[]	11	p5	5
größer	groß	ADV	ADJD	pd	wird	AUX	[viel]	11	p5	5
,	--	PUNCT	$,	punct	wird	AUX	[]	11	p5	5
wenn	wenn	SCONJ	KOUS	cp	bleibt	VERB	[]	11	p5	5
der	der	DET	ART	nk	Wellenvektor	NOUN	[werden]	11	p5	5
Wellenvektor	Wellenvektor	NOUN	NN	sb	bleibt	VERB	[der, Elektrons]	11	p5	5
des	der	DET	ART	nk	Elektrons	NOUN	[]	11	p5	5
Elektrons	Elektron	NOUN	NN	ag	Wellenvektor	NOUN	[des]	11	p5	5
dabei	dabei	ADV	PROAV	mo	erhalten	VERB	[]	11	p5	5
erhalten	erhalten	VERB	VVPP	oc	bleibt	VERB	[ist, dabei]	11	p5	5
bleibt	bleiben	VERB	VVFIN	mo	wird	AUX	[wenn, Wellenvektor, erhalten, ,]	11	p5	5
,	--	PUNCT	$,	punct	bleibt	VERB	[]	11	p5	5
als	als	SCONJ	KOKOM	cm	werden	AUX	[]	11	p5	5
wenn	wenn	SCONJ	KOUS	cp	werden	AUX	[]	11	p5	5
wegen	wegen	ADP	APPR	mo	angeregt	VERB	[Impulserhaltung]	11	p5	5
der	der	DET	ART	nk	Impulserhaltung	NOUN	[]	11	p5	5
Impulserhaltung	Impulserhaltung	NOUN	NN	nk	wegen	ADP	[der, beim]	11	p5	5
beim	bei	ADP	APPRART	mnr	Impulserhaltung	NOUN	[Übergang]	11	p5	5
Übergang	Übergang	NOUN	NN	nk	beim	ADP	[]	11	p5	5
zusätzlich	zusätzlich	ADV	ADJD	mo	angeregt	VERB	[]	11	p5	5
ein	ein	DET	ART	nk	Phonon	NOUN	[]	11	p5	5
Phonon	Phonon	NOUN	NN	oa	angeregt	VERB	[ein]	11	p5	5
angeregt	anregen	VERB	VVPP	oc	werden	AUX	[wegen, zusätzlich, Phonon, muss]	11	p5	5
werden	werden	AUX	VAINF	cc	der	DET	[als, wenn, angeregt]	11	p5	5
muss	muss	ADV	VMFIN	mo	angeregt	VERB	[]	11	p5	5
.	--	PUNCT	$.	punct	wird	AUX	[]	11	p5	5
Liegt	Liegt	VERB	VVFIN	re	so	ADV	[Minimum, senkrecht]	11	p5	6
das	der	DET	ART	nk	Minimum	NOUN	[]	11	p5	6
Minimum	Minimum	NOUN	NN	sb	Liegt	VERB	[das, Elektronenparabel]	11	p5	6
der	der	DET	ART	nk	Elektronenparabel	NOUN	[]	11	p5	6
Elektronenparabel	Elektronenparabel	NOUN	NN	ag	Minimum	NOUN	[der, im]	11	p5	6
im	in	ADP	APPRART	mnr	Elektronenparabel	NOUN	[Valenzband]	11	p5	6
Valenzband	Valenzband	NOUN	NN	nk	im	ADP	[]	11	p5	6
senkrecht	senkrechen	ADV	ADJD	mo	Liegt	VERB	[über]	11	p5	6
über	über	ADP	APPR	op	senkrecht	ADV	[Maximum]	11	p5	6
dem	der	DET	ART	nk	Maximum	NOUN	[]	11	p5	6
Maximum	Maximum	NOUN	NN	nk	über	ADP	[dem, Löcherparabel]	11	p5	6
der	der	DET	ART	nk	Löcherparabel	NOUN	[]	11	p5	6
Löcherparabel	Löcherparabel	NOUN	NN	ag	Maximum	NOUN	[der]	11	p5	6
,	--	PUNCT	$,	punct	so	ADV	[]	11	p5	6
so	so	ADV	ADV	mo	sind	AUX	[Liegt, ,]	11	p5	6
sind	sein	AUX	VAFIN	ROOT	sind	AUX	[so, Übergänge, bereits, ab, möglich, .]	11	p5	6
senkrechte	senkrechter	ADJ	ADJA	nk	Übergänge	NOUN	[]	11	p5	6
Übergänge	Übergänge	NOUN	NN	sb	sind	AUX	[senkrechte]	11	p5	6
bereits	bereits	ADV	ADV	mo	sind	AUX	[]	11	p5	6
ab	ab	ADP	APPR	mo	sind	AUX	[Photonenenergien]	11	p5	6
Photonenenergien	Photonenenergi	NOUN	NN	nk	ab	ADP	[in]	11	p5	6
in	in	ADP	APPR	mnr	Photonenenergien	NOUN	[Größe]	11	p5	6
der	der	DET	ART	nk	Größe	NOUN	[]	11	p5	6
Größe	Größe	NOUN	NN	nk	in	ADP	[der, Bandlücke]	11	p5	6
der	der	DET	ART	nk	Bandlücke	NOUN	[]	11	p5	6
Bandlücke	Bandlücke	NOUN	NN	ag	Größe	NOUN	[der]	11	p5	6
möglich	möglich	ADV	ADJD	pd	sind	AUX	[]	11	p5	6
.	--	PUNCT	$.	punct	sind	AUX	[]	11	p5	6
Sind	sein	AUX	VAFIN	re	so	ADV	[Extrema, verschoben]	11	p5	7
die	der	DET	ART	nk	Extrema	NOUN	[]	11	p5	7
Extrema	Extrema	NOUN	NN	sb	Sind	AUX	[die]	11	p5	7
gegeneinander	gegeneinander	ADV	ADV	mo	verschoben	VERB	[]	11	p5	7
verschoben	verschieben	VERB	VVPP	oc	Sind	AUX	[gegeneinander]	11	p5	7
,	--	PUNCT	$,	punct	so	ADV	[]	11	p5	7
so	so	ADV	ADV	mo	sind	AUX	[Sind, ,]	11	p5	7
sind	sein	AUX	VAFIN	ROOT	sind	AUX	[so, Übergänge, bei, sind, .]	11	p5	7
direkte	direkt	ADJ	ADJA	nk	Übergänge	NOUN	[]	11	p5	7
Übergänge	Übergänge	NOUN	NN	sb	sind	AUX	[direkte]	11	p5	7
nur	nur	ADV	ADV	mo	bei	ADP	[]	11	p5	7
bei	bei	ADP	APPR	mo	sind	AUX	[nur, Photonenenergien]	11	p5	7
höheren	hoch	ADJ	ADJA	nk	Photonenenergien	NOUN	[]	11	p5	7
Photonenenergien	Photonenenergi	NOUN	NN	nk	bei	ADP	[höheren]	11	p5	7
möglich	möglich	ADV	ADJD	pd	sind	AUX	[und]	11	p5	7
und	und	CCONJ	KON	cd	möglich	ADV	[Übergänge]	11	p5	7
indirekte	indirekt	ADJ	ADJA	nk	Übergänge	NOUN	[]	11	p5	7
Übergänge	Übergang	NOUN	NN	cj	und	CCONJ	[indirekte, mit]	11	p5	7
mit	mit	ADP	APPR	mnr	Übergänge	NOUN	[Absorptionswahrscheinlichkeit]	11	p5	7
wesentlich	wesentlich	ADV	ADJD	mo	kleinerer	ADJ	[]	11	p5	7
kleinerer	klein	ADJ	ADJA	nk	Absorptionswahrscheinlichkeit	NOUN	[wesentlich]	11	p5	7
Absorptionswahrscheinlichkeit	Absorptionswahrscheinlichkeit	NOUN	NN	nk	mit	ADP	[kleinerer]	11	p5	7
sind	sein	AUX	VAFIN	oc	sind	AUX	[möglich, Möglichkeit]	11	p5	7
die	der	DET	ART	nk	Möglichkeit	NOUN	[]	11	p5	7
einzige	einzig	ADJ	ADJA	nk	Möglichkeit	NOUN	[]	11	p5	7
Möglichkeit	Möglichkeit	NOUN	NN	sb	sind	AUX	[die, einzige, für]	11	p5	7
für	für	ADP	APPR	mnr	Möglichkeit	NOUN	[Photonenabsorption]	11	p5	7
Photonenabsorption	Photonenabsorption	NOUN	NN	nk	für	ADP	[]	11	p5	7
.	--	PUNCT	$.	punct	sind	AUX	[]	11	p5	7
